drug,condition,rating,has_pred_adr,adr_count,predicted_adrs_str
Bupropion,Depression,8,True,2,"depression, depression"
Hylan g-f 20,Osteoarthritis,1,True,3,"pain, pain, pain"
Loestrin 24 Fe,Polycystic Ovary Syndrome,9,True,1,polycystic
Clomiphene,Ovulation Induction,10,False,0,none
Exenatide,"Diabetes, Type 2",9,True,2,"hypoglycaem, nausea"
Effexor XR,Anxiety,9,True,2,"hangover, depression"
Sprintec,Birth Control,2,True,4,"anxiety, pimples, pain, blisters"
Atomoxetine,ADHD,9,True,1,dizziness
Varenicline,Smoking Cessation,8,True,1,nausea
Doxycycline,Acne,6,True,4,"migra, headache, nausea, migra"
Dexamethasone,Inflammatory Conditions,10,True,5,"cluster, headaches, headache, headache, headache"
Junel Fe 1.5 / 30,Birth Control,5,True,1,anxiety
Copper,Birth Control,9,True,1,particular
Escitalopram,Anxiety,7,True,1,stressed swings
Lialda,Crohn's Disease,9,True,1,pain
Ethinyl estradiol / levonorgestrel,Birth Control,10,False,0,none
Tioconazole,Vaginal Yeast Infection,1,True,1,burning sensation
Skyla,Birth Control,4,False,0,none
Contrave,Weight Loss,1,True,1,anxiety
Varenicline,Smoking Cessation,10,True,1,vivid dreams
ParaGard,Birth Control,10,True,1,painful
OxyContin,Pain,9,False,0,none
Ethinyl estradiol / levonorgestrel,Birth Control,5,True,2,"nausea, headaches"
Zolpidem,Insomnia,9,False,0,none
Effexor,Anxiety and Stress,10,True,8,"panic attacks, stress, anxiety, stress, anxiety, stress, anxiety, crying"
Pantoprazole,Erosive Esophagitis,10,False,0,none
Lo Loestrin Fe,Birth Control,10,True,2,"headache, dizziness"
Eletriptan,Migraine,10,True,1,worry
Levonorgestrel,Birth Control,1,True,2,"pain, surgery"
Flagyl,Bacterial Infection,10,True,3,"infection, fatigue, dizziness"
Nilotinib,Chronic Myelogenous Leukemia,9,True,4,"swelling, leg, pain, nausea"
Tioconazole,Vaginal Yeast Infection,1,True,1,burning
Trazodone,Insomnia,8,False,0,none
Duloxetine,Pain,8,True,3,"fibromyalgia, pain, headache"
Flonase,Rhinitis,10,True,1,sneezing
Paroxetine,Anxiety,5,True,3,"anxiety, agitation, depression"
Campral,Alcohol Dependence,8,True,1,pancreatitis
Diclofenac,Pain,10,True,4,"accident, shoulder, pain, pain"
Symbyax,Bipolar Disorde,7,True,2,"painful, swelling"
Frova,Migraine,10,True,2,"migra, dizziness"
Ethinyl estradiol / norelgestromin,Birth Control,8,True,1,sexually active
Varenicline,Smoking Cessation,10,True,1,stress
Epiduo,Acne,8,False,0,none
Lorcaserin,Weight Loss,9,True,3,"noticed, dramatically, diabe"
Ethinyl estradiol / levonorgestrel,Birth Control,6,False,0,none
Epclusa,Hepatitis C,8,False,0,none
Tramadol,Back Pain,9,True,4,"high, pain, pain, nervousness"
Gabapentin,Insomnia,9,True,2,"restless legs syndrome, insomnia"
Buspirone,Anxiety,1,False,0,none
Acetazolamide,Hydrocephalus,9,True,5,"hydrocephalus, pineal, cyst, surgery, papille"
Zyban,Smoking Cessation,10,True,4,"shocked, anxiety, anxiety disorder, panic attacks"
Cyclobenzaprine,Sciatica,8,True,2,"pain, osteoarthritis"
Almotriptan,Migraine,8,True,1,stress
ParaGard,Birth Control,1,True,1,pregnancy
Lurasidone,Bipolar Disorde,10,False,0,none
Lexapro,Anxiety,8,True,2,"surgery, anxiety"
Ethinyl estradiol / norelgestromin,Birth Control,10,True,3,"pregnancy, scare, headache"
Lisinopril,High Blood Pressure,8,True,1,tickle
Zoloft,Depression,8,True,5,"depression, anxiety, headache, death, anxiety"
Estazolam,Insomnia,9,False,0,none
Ethinyl estradiol / levonorgestrel,Birth Control,7,True,1,pregnancy
Citalopram,Depression,10,True,3,"noticed, tension, noticed"
Pregabalin,Diabetic Peripheral Neuropathy,1,True,1,pain
Trazodone,Insomnia,9,True,2,"nightmares, depression"
Bisacodyl,Constipation,8,False,0,none
Orlistat,Obesity,6,True,2,"scary, chill"
Hydrocodone,Pain,8,True,4,"chronic, pain, headaches, breakthrough pain"
Oxymorphone,Pain,10,True,3,"pain, painful, headache"
Methylphenidate,ADHD,9,True,1,autism
Tioconazole,Vaginal Yeast Infection,1,True,2,"antibiotics, burning"
Ethinyl estradiol / norethindrone,Birth Control,5,False,0,none
Letrozole,Breast Cance,1,False,0,none
Phentermine,Obesity,10,False,0,none
Contrave,Obesity,5,False,0,none
Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,HIV Infection,4,True,2,"gastro, constipation"
Provera,Abnormal Uterine Bleeding,8,True,3,"hypothyroidism, poly, surgery"
Dulaglutide,"Diabetes, Type 2",1,True,4,"burning, headache, burning sensation, burning"
Viibryd,Depression,4,True,1,constipation
Cefdinir,Tonsillitis/Pharyngitis,9,True,1,infection
Escitalopram,Depression,10,True,1,depression
Temazepam,Insomnia,3,False,0,none
Cetirizine,Allergic Rhinitis,9,True,1,headaches
Guaifenesin,ibromyalgia,9,True,1,accidental
Treprostinil,Pulmonary Hypertension,4,True,7,"pain, pain, pain, migra, dizziness, nausea, depression"
Guanfacine,ADHD,3,True,1,rash
Nuvigil,Hypersomnia,3,True,4,"hm, falling, migraines, migraines"
Amoxicillin,Dental Abscess,9,True,1,infection
Varenicline,Smoking Cessation,9,True,3,"noticing, nausea, nausea"
Wellbutrin,Depression,1,False,0,none
Citalopram,Depression,7,True,4,"depression, depression, obsessive thoughts, anxiety"
Tadalafil,Erectile Dysfunction,10,True,2,"noticed, erectile dysfunction"
Tri-Previfem,Birth Control,8,False,0,none
Linaclotide,Irritable Bowel Syndrome,8,True,2,"noticed, pain"
Hydroxychloroquine,Undifferentiated Connective Tissue Disease,1,False,0,none
Adalimumab,"Crohn's Disease, Maintenance",9,True,1,adverse reactions
Venlafaxine,Anxiety,7,True,3,"panic attacks, panic attacks, traumatic"
Lorcaserin,Obesity,10,False,0,none
Sulfamethoxazole / trimethoprim,Urinary Tract Infection,10,True,1,burning
Lurasidone,Schizophrenia,1,True,1,discomfort
Bupropion,Smoking Cessation,10,False,0,none
Lisinopril,High Blood Pressure,7,True,2,"exhaustion, tiredness"
Atomoxetine,ADHD,9,True,1,notice
Gabapentin,Bipolar Disorde,1,False,0,none
Isotretinoin,Rosacea,10,True,1,burning
Monistat 7,Vaginal Yeast Infection,1,True,4,"yeast, infection, burning, inflammation"
Clarifoam EF,Acne,10,False,0,none
Nexplanon,Birth Control,1,False,0,none
Elbasvir / grazoprevir,Hepatitis C,10,True,2,"headache, fatigue"
Diphenhydramine,Insomnia,8,False,0,none
Lamotrigine,Bipolar Disorde,5,False,0,none
Skyla,Birth Control,8,True,1,painful
Hypercare,Hyperhidrosis,10,True,2,"sweating, sweating"
Phenergan,Allergic Rhinitis,9,False,0,none
Desvenlafaxine,Depression,10,True,3,"scar, depression, depression"
Flagyl,Bacterial Infection,1,True,4,"fatigue, headache, dizziness, fatigue"
Hydroxyzine,Anxiety,3,False,0,none
Lyrica,ibromyalgia,5,True,1,pain
Plan B,Emergency Contraception,10,True,2,"pregnancy, pregnancy"
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,False,0,none
Flector Patch,Pain,10,True,1,pain
Zolpidem,Insomnia,10,True,1,falling
Anastrozole,"Breast Cancer, Metastatic",10,True,1,breast cancer
Hydrocodone,Pain,1,False,0,none
Mirena,Birth Control,9,False,0,none
Effexor,Anxiety and Stress,8,True,4,"anxiety, nausea, dizziness, dysfunction ("
Fluoxetine,Anxiety and Stress,9,True,4,"anxiety, pain, anxiety, anxiety"
Ethinyl estradiol / levonorgestrel,Birth Control,5,True,5,"acne, acne, acne, acne, acne"
Etonogestrel,Birth Control,7,True,1,pain
Ethinyl estradiol / norethindrone,Birth Control,2,False,0,none
Lo Loestrin Fe,Birth Control,9,False,0,none
Flomax,Benign Prostatic Hyperplasia,5,False,0,none
Flagyl,Bacterial Infection,6,False,0,none
Lyrica,ibromyalgia,7,True,1,headache
Halcion,Insomnia,9,True,2,"falling, drowsiness"
Skyla,Birth Control,10,True,1,scratching
Suvorexant,Insomnia,1,True,1,fall
Tolmetin,Rheumatoid Arthritis,9,True,2,"rheumato, arthritis"
Ortho Tri-Cyclen Lo,Birth Control,2,True,1,crying
ParaGard,Birth Control,9,True,1,anxiety
Nortriptyline,Migraine Prevention,10,True,2,"migra, headache"
Tylenol,Sciatica,10,True,2,"pain, pain"
Donnatal,Irritable Bowel Syndrome,10,True,1,fibromyalgia
Nuedexta,Pseudobulbar Affect,10,True,2,"mood swings, crying"
Losartan,High Blood Pressure,8,True,3,"chest, pains, anxiety"
Altavera,Birth Control,3,True,2,"acne, acne"
Etonogestrel,Birth Control,9,True,2,"scar, noticeable"
Fluoxetine,Depression,8,True,3,"depression, anxiety, anxiety"
Tizanidine,Muscle Spasm,9,True,1,chronic
Belbuca,Chronic Pain,3,True,2,"arthritis, chronic pain"
Ex-Lax Maximum Relief Formula,Constipation,2,True,4,"screaming, pain, pain, pain"
Terbinafine,"Onychomycosis, Toenail",10,False,0,none
Medroxyprogesterone,Abnormal Uterine Bleeding,2,True,4,"mood swings, painful, acne, migra"
Lactase,Lactose Intolerance,1,True,2,"abdominal, pain"
Carvedilol,Left Ventricular Dysfunction,8,True,1,ventricular dysfunction
Gabapentin,Restless Legs Syndrome,10,False,0,none
Quetiapine,Generalized Anxiety Disorde,10,True,1,anxiety
Tramadol,Chronic Pain,3,True,1,pain
Emetrol,Nausea/Vomiting,10,True,2,"nausea, nausea"
Etonogestrel,Birth Control,5,True,1,pain
Effexor XR,Depression,1,False,0,none
Lortab,Back Pain,10,True,1,ulcer
Methylprednisolone,Allergic Rhinitis,9,True,2,"infection, drowsiness"
Desvenlafaxine,Depression,7,True,3,"anxiety, mouth and, nausea"
Xanax,Panic Disorde,9,True,5,"anxiety, anxiety, panic attacks, traumatic, stress"
Otezla,Plaque Psoriasis,10,True,1,headache
Denosumab,Osteoporosis,10,False,0,none
Zofran,Nausea/Vomiting,10,True,3,"sickness, nausea, chped"
Aftera,Emergency Contraception,10,False,0,none
Rocephin,Bacterial Infection,1,True,6,"anaphylactic, shock, sickness, sweating, headache, depression"
Prozac,Anxiety and Stress,9,True,1,dizziness
Tramadol,Pain,5,True,5,"arthritis, migraine, headache, reducing, relief"
Levonorgestrel,Emergency Contraception,10,False,0,none
Yuvafem,Atrophic Vaginitis,2,False,0,none
Topamax,Migraine Prevention,9,True,1,medicine
Ethinyl estradiol / norgestimate,Birth Control,10,True,1,pimples
Miconazole,Vaginal Yeast Infection,1,False,0,none
Skelaxin,Muscle Spasm,8,True,2,"pain, numbness"
Iron polysaccharide,Iron Deficiency Anemia,10,True,2,"constipation, nausea"
Afrezza,"Diabetes, Type 1",1,False,0,none
Levonorgestrel,Emergency Contraception,10,False,0,none
Seroquel,Bipolar Disorde,3,True,2,"anxiety, asthma"
Furosemide,High Blood Pressure,5,True,3,"swelling, burn, swelling"
Etonogestrel,Birth Control,4,True,3,"acne, acne, progesterone"
Nitrofurantoin,Urinary Tract Infection,1,True,1,falling
Duloxetine,Anxiety,10,True,3,"retinal detachment, nausea, anxiety"
Desogestrel / ethinyl estradiol,Birth Control,1,False,0,none
Levonorgestrel,Birth Control,7,True,2,"painful, nausea"
Drospirenone / ethinyl estradiol,Birth Control,1,True,5,"shock, massive, venous, thrombosis, thrombos"
Tioconazole,Vaginal Yeast Infection,10,True,1,burn
Estradiol,Atrophic Vaginitis,10,True,4,"atrophy, insomnia, irritability, atrophy"
Atacand,High Blood Pressure,7,False,0,none
Bupropion / naltrexone,Obesity,7,True,2,"discouraged, test"
Halobetasol,Eczema,10,True,1,eczema
Adapalene / benzoyl peroxide,Acne,8,True,2,"cystic, acne"
Methadone,Chronic Pain,5,True,3,"chronic, pain, pain"
Iron polysaccharide,Iron Deficiency Anemia,10,True,2,"gastric, distress"
Doxycycline,Lyme Disease,7,True,1,nausea
Flurbiprofen,Back Pain,9,True,2,"noticed, ache"
Ortho Tri-Cyclen,Birth Control,7,True,1,noticed
Naproxen,"Gout, Acute",10,True,2,"gout, noticeable"
Levonorgestrel,Emergency Contraception,10,False,0,none
Clindamycin,Bacterial Infection,8,True,5,"nausea, pain, abscess, swelling, abscess"
Hydromorphone,Chronic Pain,10,True,5,"chronic kidney, flank, pain, breakthrough pain, chronic pain"
Tenuate,Obesity,9,False,0,none
Macrobid,Bladder Infection,1,True,5,"aches, chill, headache, sweats ,, dangerous"
Nexplanon,Birth Control,1,True,1,headache
Liletta,Birth Control,7,True,1,pain
LoSeasonique,2</span> users found this comment helpful.,10,True,1,mood swings
Contrave,Obesity,1,True,1,notice
Vyvanse,ADHD,10,False,0,none
Invega,Schizoaffective Disorde,10,False,0,none
Jolivette,Birth Control,10,False,0,none
Mononessa,Abnormal Uterine Bleeding,3,False,0,none
Sulfamethoxazole / trimethoprim,Acne,10,True,2,"acnecne, notice"
Humira,Psoriatic Arthritis,10,True,2,"pain, swelling"
Topiramate,Migraine Prevention,10,False,0,none
Buspirone,Anxiety,1,True,2,"anxiety, vomiting"
Maxalt,Migraine,2,True,1,migraine
Ethinyl estradiol / norgestimate,Birth Control,7,True,2,"pregnancy, pregnancy"
Acetaminophen / butalbital / caffeine,Headache,10,True,1,headache
Miconazole,Vaginal Yeast Infection,1,True,1,antibiotics
Pregabalin,ibromyalgia,10,False,0,none
Ethinyl estradiol / norethindrone,Birth Control,1,False,0,none
Zepatier,Hepatitis C,10,False,0,none
Acetaminophen / butalbital / caffeine,Headache,2,True,3,"migra, pain, migraines"
Claravis,Acne,10,True,6,"sebaceous, hyperplasia, oil, acne, seceous, hyperplasia"
Naproxen,zen Shoulde,1,True,1,pain
Xanax,Anxiety,10,True,1,anxiety
Metaxalone,Muscle Spasm,7,True,3,"back, pain, pain"
Escitalopram,Depression,9,True,4,"depression, anxiety, upset stomach, vivid dreams nearly"
Phentermine,Weight Loss,10,False,0,none
Gabapentin,Insomnia,9,True,1,insomnia
Lithium,Bipolar Disorde,7,False,0,none
Epiduo,Acne,10,True,3,"acne, burn, burned"
Paliperidone,Bipolar Disorde,8,True,2,"headaches, swelling"
Quetiapine,Generalized Anxiety Disorde,3,True,1,stress
Nexium,GERD,10,False,0,none
Sprintec,2</span> users found this comment helpful.,10,True,2,"nausea, headaches"
Xopenex,"COPD, Acute",10,False,0,none
Metronidazole,Bacterial Infection,6,True,3,"nausea, headache, infection"
Opana,Pain,9,True,3,"arthritis, accident, pain"
Minipress,Post Traumatic Stress Disorde,10,True,1,nightmares
Metronidazole,Skin or Soft Tissue Infection,1,True,1,fatigue
Sertraline,Depression,8,True,2,"mood swings, memory loss"
Clonazepam,Anxiety,10,True,1,anxiety
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,False,0,none
Etonogestrel,Birth Control,3,False,0,none
Oxcarbazepine,Bipolar Disorde,9,False,0,none
Leuprolide,Prostate Cance,3,True,1,cough
ParaGard,Birth Control,7,True,3,"pregnancy, scare, worry diseases"
Nexplanon,Birth Control,2,True,4,"throbbing, headache, depression, anxiety"
Estratest H.S.,Menopausal Disorders,10,True,2,"night sweats, sweats or"
Nitrofurantoin,Urinary Tract Infection,1,True,3,"fatigue, neck, pain"
Dilaudid,Pain,2,True,3,"pain, acute, pain"
Levonorgestrel,Birth Control,5,True,3,"pain, pain, crying"
Metaxalone,Muscle Spasm,10,True,2,"muscle spasm, screaming"
Sofosbuvir / velpatasvir,Hepatitis C,2,True,4,"nausea, stomach cramps, burning sensations, headache"
Ethinyl estradiol / norelgestromin,Birth Control,5,True,2,"constipation, headache"
Citalopram,Obsessive Compulsive Disorde,9,False,0,none
Cymbalta,Bipolar Disorde,1,False,0,none
Tadalafil,Erectile Dysfunction,10,True,1,sticking
Venlafaxine,Anxiety and Stress,7,False,0,none
Ethinyl estradiol / norgestimate,Birth Control,2,True,2,"suicide, depression"
Gabapentin,Peripheral Neuropathy,6,True,1,pains
Ethinyl estradiol / norgestimate,Endometriosis,1,True,3,"pains, ear, pain"
Cialis,Erectile Dysfunction,10,False,0,none
Linzess,"Constipation, Chronic",9,False,0,none
Levora,Birth Control,2,True,1,depression
Drysol,Hyperhidrosis,9,True,1,sweating
Bactrim,Urinary Tract Infection,4,True,4,"pain, back, pain, headache"
Flomax,Benign Prostatic Hyperplasia,1,True,1,painful
Fluoxetine,Depression,10,True,1,depression
Duloxetine,Chronic Pain,4,True,2,"pain, depression"
Nexplanon,Birth Control,8,True,4,"pain, tenderness, headache, painful"
Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,10,True,1,scars
Levetiracetam,Seizures,10,True,3,"scared, death, swings or"
Hydrochlorothiazide / triamterene,Edema,9,True,1,particularly
Ethinyl estradiol / levonorgestrel,Birth Control,3,True,1,headache
Etonogestrel,Birth Control,10,True,1,noticed
Fondaparinux,Pulmonary Embolism,8,True,4,"pain, fatigue, fatigue, fatigue"
Ortho Tri-Cyclen Lo,Birth Control,10,True,1,pimples
Accutane,Acne,10,True,2,"acne, depression"
Aliskiren / hydrochlorothiazide,High Blood Pressure,10,False,0,none
Norethindrone,Birth Control,9,True,4,"depression, anxiety, infection, progesterone"
Ciprofloxacin / dexamethasone,Otitis Media,8,False,0,none
Desogestrel / ethinyl estradiol,Birth Control,5,True,3,"pregnancy, migraines, anger"
Levothyroxine,Underactive Thyroid,1,True,1,hypothyroidism
Tri-Sprintec,Ovarian Cysts,9,True,2,"polycystic, particular"
Humira,Rheumatoid Arthritis,1,False,0,none
Reclipsen,Birth Control,2,True,5,"noticed, headache, migra, migra, headache"
Buspirone,Panic Disorde,9,True,2,"noticed, panic attacks"
Pristiq,Depression,9,True,2,"stress, noticed"
Microgestin Fe 1 / 20,Birth Control,10,True,1,violently
Methylphenidate,ADHD,9,True,1,noticed
Desogestrel / ethinyl estradiol,Birth Control,10,True,1,swings .
Baclofen,Chronic Spasticity,9,True,1,multiple sclerosis
Gabapentin,Benign Essential Trem,9,True,2,"tremors, noticed"
Loestrin 24 Fe,4</span> users found this comment helpful.,2,True,1,painful
Chantix,Smoking Cessation,10,False,0,none
Etonogestrel,Birth Control,10,False,0,none
Generess Fe,Birth Control,8,True,4,"scared, nightmare, nausea, headache"
Miconazole,Vaginal Yeast Infection,2,True,1,infection
Natalizumab,Multiple Sclerosis,10,False,0,none
Imiquimod,Basal Cell Carcinoma,9,True,3,"basal cell, carcinoma, surgery"
Isotretinoin,Acne,7,True,1,pimples
Depo-Provera,Abnormal Uterine Bleeding,1,False,0,none
Ortho Micronor,Birth Control,5,True,1,painful
Accutane,Acne,10,True,1,acne
Acetaminophen / butalbital / caffeine,Headache,10,False,0,none
Accutane,Acne,10,True,4,"cystic, acne, acne, acne"
Creon,Chronic Pancreatitis,9,True,4,"pain, pain, pancreatitis, pancretis"
EnteraGam,Irritable Bowel Syndrome,9,True,2,"food intolerance, stomach cramps"
Diamox,Pseudotumor Cerebri,6,True,1,tinni
Celexa,Anxiety and Stress,8,True,2,"nausea, headache"
Clonazepam,Anxiety,10,False,0,none
Glatiramer,Multiple Sclerosis,10,False,0,none
Levonorgestrel,Emergency Contraception,10,True,1,stress
Bactrim,Bacterial Skin Infection,8,True,3,"infection, cellulitis, headaches"
Saxenda,Obesity,9,False,0,none
Alprazolam,Anxiety,8,True,1,anxiety attacks
Miconazole,Vaginal Yeast Infection,1,True,1,burns
Pregabalin,ibromyalgia,5,True,4,"pain, swelling, swelling, swellingbromyalgia"
Drospirenone / ethinyl estradiol,Acne,10,True,1,acne
Azithromycin,Sinusitis,10,True,1,sinusitis
Ethinyl estradiol / norethindrone,Birth Control,10,False,0,none
Imitrex Nasal,Cluster Headaches,10,True,1,headache
Tegretol,Bipolar Disorde,9,True,1,notice
Amlodipine / telmisartan,High Blood Pressure,9,False,0,none
Paroxetine,Depression,9,True,4,"depression, anxiety, anxiety, anxiety"
Jublia,"Onychomycosis, Toenail",1,False,0,none
Botox,Overactive Bladde,9,True,2,"incontinence, incontinence"
Adapalene / benzoyl peroxide,Acne,10,True,2,"acne, stress"
Ethinyl estradiol / norethindrone,Birth Control,8,True,2,"worry, enlargements"
Paroxetine,Premenstrual Dysphoric Disorde,10,True,3,"mood swings, menopause, mood swings swings"
Sumatriptan,Migraine,10,True,3,"migra, migra, skeptical"
Suboxone,Opiate Dependence,10,False,0,none
Simponi,Ankylosing Spondylitis,8,True,5,"ankylos, spondylitis, arthritis, stiffness, throughout"
Metronidazole,Bacterial Vaginitis,5,True,3,"noticed, headache, irritability"
Gabapentin,Bipolar Disorde,8,False,0,none
Tramadol,Pain,8,True,3,"pain, headache, nausea"
Belsomra,Insomnia,3,True,1,fall
Asenapine,Bipolar Disorde,10,False,0,none
Tramadol,Back Pain,2,True,1,chest tightness
Delsym,Cough,1,True,1,pain
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,True,1,nausea
Xolair,Urticaria,10,False,0,none
Soolantra,Rosacea,9,True,1,redness
Cefdinir,Sinusitis,2,True,2,"nausea, sinusitis"
Skyla,Birth Control,10,True,3,"pain, painful, painful"
Pregabalin,Pain,10,True,4,"pain, fractured, pain, pain"
Yuvafem,Atrophic Urethritis,1,False,0,none
Levomilnacipran,Depression,9,True,1,depression
Hydroxychloroquine,Rheumatoid Arthritis,3,True,2,"rheumatoid, arthritis"
Fluoxetine,Premenstrual Dysphoric Disorde,9,False,0,none
OxyContin,Chronic Pain,9,True,3,"abdominal, discomfort, injury"
Valtrex,Cold Sores,10,False,0,none
Angeliq,Postmenopausal Symptoms,10,True,4,"menopause, night sweats, insomnia, mood swings"
Hydroxyzine,Anxiety,6,True,1,anxiety
Doxylamine,Insomnia,9,True,3,"insomnia, stress, anxiety"
Atenolol,High Blood Pressure,1,False,0,none
Buprenorphine / naloxone,Opiate Dependence,8,True,1,scared
Chlordiazepoxide,Alcohol Withdrawal,10,True,3,"paranoia, anxiety attacks, pharmaceuticals"
Gabapentin,ibromyalgia,9,True,1,pain
Tegretol,Trigeminal Neuralgia,8,True,2,"pain, pain"
Ethinyl estradiol / levonorgestrel,Birth Control,9,False,0,none
Taltz,Plaque Psoriasis,10,True,1,topic
Trulicity,"Diabetes, Type 2",10,True,1,welts
Zomig,Migraine,9,True,2,"migraines, typically"
Nexplanon,Birth Control,8,True,3,"mood swings, depression, anxiety"
Stadol,Pain,9,True,5,"migraine, pain, headache, pain, vomiting"
Ethinyl estradiol / norethindrone,Birth Control,9,False,0,none
Nexplanon,Birth Control,9,True,1,swelling
Febuxostat,Gout,10,True,1,gout
Doxycycline,Acne,8,True,2,"acne, cystic"
Ciprofloxacin,Urinary Tract Infection,4,True,1,headaches
Luvox,Anxiety and Stress,9,True,3,"adverse reactions, depression, anxiety"
Hydroxyzine,Anxiety,8,True,2,"anxiety, nightmares"
Buprenorphine,Pain,8,True,7,"pain, rheumatoid, arthritis, pain, pain, headache, depression"
Ethinyl estradiol / levonorgestrel,Birth Control,2,True,1,painful
Oxymetazoline,Nasal Congestion,1,False,0,none
Metoclopramide,GERD,10,False,0,none
Phentermine / topiramate,Weight Loss,10,True,1,polystic
Medroxyprogesterone,Birth Control,10,True,1,abortion
Implanon,Birth Control,1,False,0,none
Lisdexamfetamine,ADHD,10,False,0,none
Adapalene / benzoyl peroxide,Acne,8,True,2,"burning, acne"
Doxycycline,Bacterial Infection,9,True,3,"nausea, headache, skin irritation"
Fluoxetine,Anxiety and Stress,5,True,3,"major, depression, anxiety"
Movantik,"Constipation, Drug Induced",10,True,1,constipation
TobraDex,"Conjunctivitis, Bacterial",8,True,2,"infection, infection"
Medroxyprogesterone,Birth Control,10,False,0,none
Luvox,Obsessive Compulsive Disorde,9,True,2,"anxiety, depression"
Nebivolol,High Blood Pressure,8,False,0,none
Lisdexamfetamine,ADHD,9,False,0,none
Lo Loestrin Fe,Birth Control,6,False,0,none
Dabigatran,Prevention of Thromboembolism in Atrial Fibrillation,4,True,1,particularly
Implanon,Birth Control,10,True,1,mood swings
Conjugated estrogens,Hypoestrogenism,10,True,3,"welts, sweating, shakiness"
ProAmatine,Postural Orthostatic Tachycardia Syndrome,3,False,0,none
Triazolam,Insomnia,10,False,0,none
Ketorolac,Pain,10,True,2,"acute, pain"
Galantamine,Alzheimer's Disease,10,False,0,none
Buprenorphine,Chronic Pain,2,True,1,pain
Phentermine,Weight Loss,10,False,0,none
Enbrel,Rheumatoid Arthritis,10,True,2,"rheumatoid, arthritis"
Etonogestrel,Birth Control,10,True,2,"pain, scar"
Microgestin Fe 1 / 20,Birth Control,7,True,3,"mood swings, noticed, falling"
Nitrofurantoin,Urinary Tract Infection,9,True,1,headache
Rivaroxaban,Deep Vein Thrombosis,7,True,1,stressed
Etonogestrel,Birth Control,1,True,1,cysts
Lithium,Bipolar Disorde,9,True,1,bipolar disorder
Suboxone,Opiate Dependence,9,True,2,"pain, pain"
Buprenorphine,Chronic Pain,6,True,1,pain
Tenuate,Obesity,9,True,2,"bulimia, buli"
Carisoprodol,Muscle Spasm,10,False,0,none
Fentanyl,Chronic Pain,5,True,1,pain
Zyban,Smoking Cessation,9,True,1,anxiety
Olmesartan,High Blood Pressure,6,True,1,chest
Morphine,Chronic Pain,4,True,1,pain
Magnesium citrate,Constipation,9,True,3,"surgery, pain, constipation"
Dimenhydrinate,Insomnia,10,True,1,insomnia
Fortamet,Insulin Resistance Syndrome,10,True,1,glucose intolerance
Adalimumab,Rheumatoid Arthritis,5,True,3,"rheumatoid, arthritis, heartburn"
Implanon,Birth Control,10,False,0,none
Desogestrel / ethinyl estradiol,Birth Control,2,True,2,"acne, acne"
Alesse,Birth Control,8,False,0,none
Reclipsen,Birth Control,7,False,0,none
Hydrocodone,Pain,1,True,3,"headache, nausea, pain"
Acetaminophen / codeine,Pain,4,True,5,"pain, infection, pain, infection, pain"
Tizanidine,Muscle Spasm,3,True,1,muscle spasms
Effexor XR,Anxiety,8,False,0,none
Benzoyl peroxide,Acne,10,True,1,acne
Vivelle-Dot,Postmenopausal Symptoms,10,True,2,"burning, night sweats"
Sertraline,Depression,9,True,1,insomnia
Levonorgestrel,Birth Control,10,True,1,painful
Imiquimod,Human Papilloma Virus,8,True,1,warts
Tavaborole,"Onychomycosis, Toenail",1,True,1,pharmaceutical
Metoclopramide,Migraine,1,True,3,"migra, migra, migra"
Nexplanon,Birth Control,5,True,2,"noticing, headaches"
Cutivate,Lichen Sclerosus,9,True,1,burns
Imiquimod,Keratosis,8,True,5,"chill, nausea, headache, numbness, mouth and"
Ethinyl estradiol / etonogestrel,Birth Control,1,True,1,acne
Azithromycin,Sinusitis,10,True,1,infection
Apri,Birth Control,7,False,0,none
Paroxetine,Anxiety and Stress,4,True,4,"migraines, headache, fatigue, constipation"
Secukinumab,Plaque Psoriasis,10,True,2,"psoriasis, psoriasis"
Linzess,"Constipation, Chronic",9,True,2,"constipation, wound"
Nexplanon,Birth Control,2,True,1,acne
Duloxetine,ibromyalgia,3,True,3,"noticed, depression, fibromyalgia"
Levaquin,3</span> users found this comment helpful.,2,True,1,bizarre dreams
Hyoscyamine / methenamine / methylene blue / phenyl salicylate,Urinary Tract Infection,8,True,3,"discomfort, infection, discomfort"
Tadalafil,Erectile Dysfunction,2,False,0,none
Contrave,Weight Loss,9,True,1,insomnia
Focalin,ADHD,3,True,1,headache
Azithromycin,Sinusitis,9,True,2,"infection, headaches"
Adipex-P,Weight Loss,10,True,1,falling
Hydromorphone,Pain,7,True,1,pain
Medroxyprogesterone,Abnormal Uterine Bleeding,2,False,0,none
Wellbutrin SR,Major Depressive Disorde,9,True,1,skeptical
Levonorgestrel,Emergency Contraception,1,False,0,none
Propofol,Anesthesia,1,True,1,painful
Ethinyl estradiol / norgestrel,Birth Control,9,True,2,"painful, painful"
Levonorgestrel,Emergency Contraception,10,False,0,none
Skyla,Birth Control,8,False,0,none
